title,authors,year,doi,journal
Strong climate and tectonic control on plagioclase weathering in granitic terrain.,"Rasmussen C., Brantley S., Richter D.D., Blum A., Dixon J., and White A.F.  ",2011,10.1016/j.epsl.2010.11.037,"Earth and Planetary Science Letters, "
Strong climate and tectonic control on plagioclase weathering in granitic terrain.,"Rasmussen C., Brantley S., Richter D.D., Blum A., Dixon J., and White A.F.  ",2011,10.1016/j.epsl.2010.11.037,"Earth and Planetary Science Letters, "
Rapid regolith formation over volcanic bedrock and implications for landscape evolution,"Dosseto, A., Buss, H.L., Suresh, P.O. ",2012,10.1016/j.epsl.2012.05.008,Earth and Planetary Science Letters
Neogene rejuvenation of central Appalachian topography:  Evidence for differential rock uplift from stream profiles and erosion rates,"Miller, S.R., Sak, R.B., Kirby, E., and Bierman, P.R. ",2013,10.1016/j.epsl.2013.04.007,Earth and Planetary Science Letters
"Ca isotope stratigraphy across the Cenomanian-Turonian OAE 2: links between volcanism, seawater geochemistry, and the carbonate fractionation factor","Du Vivier A. D. C., Jacobson A. D., Lehn G. O., Selby D., Hurtgen M. T., and Sageman B. B. ",2015,10.1016/j.epsl.2015.02.001,Earth and Planetary Science Letters
Particle fluxes in groundwater change subsurface shale rock chemistry over geologic time,"Kim, H., Gu, X., and Brantley, S.L.  ",2018,10.1016/j.epsl.2018.07.031,"Earth and Planetary Science Letters, "
Climate preconditions the Critical Zone: Elucidating the role of subsurface fractures in the evolution of asymmetric topography,"West, N., Kirby, E., Nyblade, A., and Brantley, S.L. ",2019,10.1016/j.epsl.2019.01.039,"Earth and Planetary Science Letters, vol "
Reply to the comment on “Particle ﬂuxes in groundwater change subsurface shale rock chemistry over geologic time”,"Kim, H., Gu, X., and Brantley, S.L. ",2019,10.1016/j.epsl.2019.02.017,"Earth and Planetary Science Letters,  "
Biogeochemical Cycling in Forest Soils of the Eastern Sierra Nevada Mountains,"Johnson, D.W., W.W. Miller, R.B. Susfalk, R.A. Dahlgren, and D.W. Glass ",2009,10.1016/j.foreco.2009.01.018,Forest Ecology and Management
Application of Metabolic Scaling Theory to reduce error in local maxima tree segmentation from aerial LiDAR,Swetnam T.L. and Falk D.A. ,2014,10.1016/j.foreco.2014.03.016,Forest Ecology and Management
Estimating individual tree mid- and understory rank-size distributions from airborne laser scanning in semi-arid forests,"Swetnam T.L., Falk D.A., Lynch A.M., and Yool S.R. ",2014,10.1016/j.foreco.2014.07.011,Forest Ecology and Management
Frederick N. Scatena: A tropical geomorphologist,"Lugo, A. E. ",2014,10.1016/j.foreco.2014.11.002,Forest Ecology and Management
"More than climate? Predictors of tree canopy height vary with scale in complex terrain, Sierra Nevada, CA (USA)","Fricker, G.A.; Synes, N.W.; Serra-Diaz, J.M.; North, M.P.; Davis, F.W.; Franklin, J. ",2019,10.1016/j.foreco.2018.12.006,"Forest Ecology and Management, "
Mineral weathering and elemental transport during hillslope evolution at the Susquehanna/Shale Hills Critical Zone Observatory.,"Jin, L., Ravella, R., Ketchum, B., Bierman, P.R., Heaney, P., White, T.S. and Brantley, S.L.  ",2010,10.1016/j.gca.2010.03.036,Geochimica et Cosmochimica Acta
"Fe cycling in the Shale Hills Critical Zone Observatory, Pennsylvania: An analysis of biogeochemical weathering and Fe isotope fractionation.","Yesavage, T.A., M.S. Fantle, J. Vervoort, R. Mathur, L. Jin, L.J. Liermann, S.L. Brantley. ",2012,10.1016/j.gca.2012.09.029,Geochim. Cosmochim. Acta
Regolith formation rate from U-series nuclides: Implications from the study of a spheroidal weathering profile in the Rio Icacos watershed (Puerto Rico),"Chabaux, F. Blaes, E. Stille, P. Roupert, R. D. Pelt, E. Dosseto, A. Ma, L. Buss, H. L. Brantley, S. L. ",2013,10.1016/j.gca.2012.09.037,Geochimica et Cosmochimica Acta
Porosity and surface area evolution during weathering of igneous rocks,"Navarre-Sitchler A., Cole D., Rother G., Jin L., Buss H.L., and Brantley S. ",2013,10.1016/j.gca.2013.02.012,Geochim. Cosmochim. Acta
Fractionation of yttrium and holmium during basaltic soil weathering,"Thompson A., Amistadi M.K., Chadwick O.A., Chorover J. ",2013,10.1016/j.gca.2013.06.003,Geochimica et Cosmochimica Acta
Fractionation of yttrium and holmium during basaltic soil weathering,"Thompson A., Amistadi M.K., Chadwick O.A., Chorover J. ",2013,10.1016/j.gca.2013.06.003,Geochimica et Cosmochimica Acta
Sorptive fractionation of organic matter and formation of organo-hydroxy-alu‐minum complexes during litter biodegradation in the presence of gibbsite,"Heckman K., Grandy A.S., Gao X., Keiluweit M., Wickings K., Carpenter K., Chorover J., Rasmussen C. ",2013,10.1016/j.gca.2013.07.043,Geochimica et Cosmochimica Acta
Climate dependence of feldspar weathering along a latitudinal gradient,"Dere, A. L., White T. S., April R. H., Reynolds B., Miller T. E., Knapp E. P., McKay L. D. and Brantley S. L ",2013,10.1016/j.gca.2013.08.001,Geochim. Cosmochim. Acta
Impact of organic carbon on weathering and chemical denudation of granular basalt,"Dontsova K., Zaharescu D., Henderson W., Verghese S., Perdrial N., Hunt E., and Chorover J. ",2014,10.1016/j.gca.2014.05.010,Geochimica et Cosmochimica Acta
The CO2 consumption potential during gray shale weathering: Insights from the evolution of carbon isotopes in the Susquehanna Shale Hills critical zone observatory,"Jin, L., Ogrinc, N., Yesavage, T., Hasenmueller, E.A., Ma, L., Sullivan, P.L., Kaye, J., Duffy, C., and Brantley, S.L. ",2014,10.1016/j.gca.2014.07.006,"Geochimica et Cosmochimica Acta,   ("
Fe2+ catalyzed iron atom exchange and re-crystallization in a tropical soil,"Tishchenko, V., Meile, C., Scherer, M. M., Pasakarnis, T. S., and Thompson, A. ",2015,10.1016/j.gca.2014.09.018,Geochimica et Cosmochimica Acta
"Molybdenum isotope fractionation in soils: Influence of redox conditions, organic matter, and atmospheric inputs","Siebert, C. Pett-Ridge, J.C. Opfergelt, S. Guicharnaud, R.A. Halliday A.N., Burton K.W.  ",2015,10.1016/j.gca.2015.04.007,Geochimica et Cosmochimica Acta
"Radiogenic and stable Sr isotope ratios (87Sr/86Sr, δ88/86Sr) as tracers of chemical weathering and biogeochemical cycling in the Milford Sound region of Fiordland, New Zealand","Andrews M. G., Jacobson A. D., Lehn G. O., Horton T. W., and Craw D. ",2016,10.1016/j.gca.2015.10.005,Geochimica et Cosmochimica Acta
Lithological Influences on Contemporary and Long-Term Regolith Weathering at the Luquillo Critical Zone Observatory,"Buss, H.L., Lara Chapela M., Moore, O.W., Kurtz A.C., Schulz, M.S., White A.F. ",2017,10.1016/j.gca.2016.09.038,Geochimica et Cosmochimica Acta
A reactive transport model for Marcellus shale weathering,"Heidari, P., Li Li, Lixin Jin, Jennifer Z. Williams, and Susan L. Brantley ",2017,10.1016/j.gca.2017.08.011,"Geochimica et Cosmochimica Acta, "
Trace element mobilization during incipient bioweathering of four rock types,"Burghelea C.I., Dontsova K., Zaharescu D.G., Maier R.M., Huxman T., Amistadi M.K., Hunt E., Chorover J. ",2018,10.1016/j.gca.2018.05.011,Geochimica et Cosmochimica Acta
"Aeolian dust deposition and the perturbation of phosphorus transformations during long-term ecosystem development in a cool, semi-arid environment","Gu, C.; Hart, S.C.; Turner, B.L.; Hu, Y.; Meng, Y.; Zhu, M. ",2019,10.1016/j.gca.2018.12.017,"Geochemica et Cosmochimica Acta, "
Elemental translocation and loss from three highly weathered soil–bedrock profiles in the southeastern United States,"Oh, N-H, and D. D. Richter ",2005,10.1016/j.geoderma.2004.11.005,Geoderma
Soil moisture patterns in a forested catchment: A hydropedological perspective.,"Lin, H.S.,  Kogelmann, W., Walker, C., and Bruns, M.A.  ",2006,10.1016/j.geoderma.2005.03.013,Geoderma
Effects of land-use history on soil spatial heterogeneity of macro- and trace elements in the Southern Piedmont USA,"Li, Jianwei, Daniel deB. Richter, Arlene Mendoza, Paul Heine ",2010,10.1016/j.geoderma.2010.01.008,Geoderma Volume
"Carbon and Nutrient Contents in Soils from the Kings River Experimental Watershed, Sierra Nevada Mountains, California.","Johnson, D.W., Hunsaker, C.F., Glass, D.W., Rau, B.M., Roath, B.A. ",2010,10.1016/j.geoderma.2010.10.019,Geoderma
Changing controls of soil moisture spatial organization in the Shale Hills Catchment.,"Takagi, K. and H.S. Lin ",2012,10.1016/j.geoderma.2011.11.003,p
Soil Layering and Preferential Flow Impacts on Seasonal Changes of GPR Signals in Two Contrasting Soils.,"Zhang, J., H.S. Lin, and J. Doolittle ",2014,10.1016/j.geoderma.2013.08.035,"Geoderma, "
"Linking geomorphology, weathering and cation availability in the Luquillo Mountains of Puerto Rico.","Porder S., Johnson A.H., Xing H.X., Brocard G., Goldsmith S. PettRidge J. ", ,10.1016/j.geoderma.2015.03.002,
Edaphic controls on soil organic carbon stocks in restored grasslands,"O'Brien, S.L., Jastrow, J.D., Grimley, D.A., and Gonzalez-Meler, M.A. ",2015,10.1016/j.geoderma.2015.03.023,Geoderma
Combined soil-terrain stratification for characterizing catchment-scale soil moisture variation,"Baldwin, D., Naithani, K.J., and Lin, H. ",2017,10.1016/j.geoderma.2016.09.031,Geoderma
Optimized high-throughput methods for quantifying iron biogeochemical dynamics in soil,"Huang, W., Hall S.J. ",2017,10.1016/j.geoderma.2017.07.013,Geoderma
"Climate, topography, and dust influences on the mineral and geochemical evolution of granitic soils in southern Arizona",Lybrand R.A. and Rasmussen C. ,2018,10.1016/j.geoderma.2017.10.042,Geoderma
Understanding saturated hydraulic conductivity under seasonal changes in climate and land use,"Elhakeem, M., Papanicolaou, A.N., Wilson, C.G., Chang, Y.-J., Burras, L., Abban, B., Wysocki, D.A., and Wills, S. ",2018,10.1016/j.geoderma.2017.11.011,K
Lithology and coarse fraction adjusted bulk density estimates for determining total organic carbon stocks in dryland soils,"Patton, N.R., Lohse, K.A., Seyfried, M.S., Will, R., and S. Benner ",2019,10.1016/j.geoderma.2018.10.036,Geoderma
A new dynamic wetness index (DWI) predicts soil moisture persistence and correlates with key indicators of surface soil geochemistry,"Li, M., Foster, E.J., Le, P.V.V., Yan, Q., Stumpf, A., Hou, T., Papanicolaou, A.N., Wacha, K.M., Wilson, C.G., Wang, J., Kumar, P., and Filley, T. ",2020,10.1016/j.geoderma.2020.114239,Geoderma
Mapping depth to the argillic horizon on historically farmed soil currently under forests,"Ryland, Rachel C., Aaron Thompson, Lori A.Sutter, Daniel Markewitz ",2020,10.1016/j.geoderma.2020.114291,Geoderma
"Geomorphic inferences from regolith thickness, chemical denudation and CRN erosion rates near the glacial limit, Boulder Creek catchment and vicinity, Colorado.","Dethier DP, Lazarus ED ",2006,10.1016/j.geomorph.2005.07.029,Geomorphology
"Solving a conundrum of a steady-state hillslope with variable soil depths and production rates, Bodmin Moor, UK.","Riggins, S.G., Anderson, R.S., Anderson, S.P., and Tye, A.M. ",2011,10.1016/j.geomorph.2010.12.023,"Geomorphology, "
"Using the accumulation of CBD-extractable iron and clay content to estimate soil age on stable surfaces and nearby slopes, Front Range, Colorado.","Dethier, D. P., Birkeland, P.W., and McCarthy, J. A.  ",2012,10.1016/j.geomorph.2012.05.022,Geomorphology
Far-flung moraines: Exploring the feedback of glacial erosion on the evolution of glacier length,"Anderson, R. S., Dühnforth, M., Colgan, W. and Anderson, L. ",2012,10.1016/j.geomorph.2012.08.018,Geomorphology
"Quantifying the time scale of elevated geomorphic response following wildfires using multi-temporal LiDAR data: An example from the Las Conchas fire, Jemez Mountains, New Mexico",Orem C.A. and Pelletier J.D. ,2015,10.1016/j.geomorph.2015.01.006,Geomorphology
The Landscape Evolution Observatory: A large-scale controllable infrastructure to study coupled Earth-surface processes,"Pangle L.A., DeLong S.B., Abramson N., Adams J., Barron-Gafford G.A., Breshears D.D., Brooks P.D., Chorover J., Dietrich W.E., Dontsova K., Durcik M., Espeleta J., Ferre T.P.A., Ferriere R., Henderson W., Hunt E.A., Huxman T.E., Millar D., Murphy B., Niu G-Y., Pavao-Zuckerman M., Pelletier J.D., Rasmussen C., Ruiz J., Saleska S., Schaap M., Sibayan M., Troch P.A., Tuller M., van Haren J., Zeng X. ",2015,10.1016/j.geomorph.2015.01.020,Geomorphology
The Landscape Evolution Observatory: A large-scale controllable infrastructure to study coupled Earth-surface processes,"Pangle L.A., DeLong S.B., Abramson N., Adams J., Barron-Gafford G.A., Breshears D.D., Brooks P.D., Chorover J., Dietrich W.E., Dontsova K., Durcik M., Espeleta J., Ferre T.P.A., Ferriere R., Henderson W., Hunt E.A., Huxman T.E., Millar D., Murphy B., Niu G-Y., Pavao-Zuckerman M., Pelletier J.D., Rasmussen C., Ruiz J., Saleska S., Schaap M., Sibayan M., Troch P.A., Tuller M., van Haren J., Zeng X. ",2015,10.1016/j.geomorph.2015.01.020,Geomorphology
Historical changes in channel network extent and channel planform in an intensively managed landscape: Natural versus human-induced effects,"Rhoads, B.L., Lewis, Q.W., and Andresen, W. ",2015,10.1016/j.geomorph.2015.04.021,Geomorphology
Landscape-scale geomorphic change detection: Quantifying spatially variable uncertainty and circumventing legacy data issues,"Schaffrath, K.R., Belmont, P, and Wheaton, J.M. ",2015,10.1016/j.geomorph.2015.09.020,Geomorphology
The problem of predicting the particle size distribution of sediment supplied by hillslopes to rivers.,"Sklar, L. S., Riebe, C. S., Marshall, J. A., Genetti, J., Leclere, S., Lukens, C. L., Merces, V. ",2017,10.1016/j.geomorph.2016.05.005,Geomorphology.
Toward a conceptual model relating chemical reaction fronts to water flow paths in hills,"Brantley Susan L., Marina Lebedeva, Victor Balashov, Kamini Singha, Pamela L. Sullivan, Gary Stinchcomb ",2017,10.1016/j.geomorph.2016.09.027,"Geomorphology, vol "
Dating of river terraces along Lefthand Creek,"Foster, M.A., Anderson, R.S., Gray, H.J., and Mahan, S.A ",2017,10.1016/j.geomorph.2017.04.044,Geomorphology
The role of vegetation on gully erosion stabilization at a severely degraded landscape: A case study from Calhoun Experimental Critical Zone Observatory,"Bastola, S., Y. G. Dialynas, R. L. Bras, L. V. Noto, and E. Istanbulluoglu ",2018,10.1016/j.geomorph.2017.12.032,Geomorphology
Limited carbon contents of centuries old soils forming in legacy sediment,"Wade, A., D.D. Richter, A. Cherkinsky, C.B. Craft, P.R. Heine ",2020,10.1016/j.geomorph.2019.107018,n
Rise and fall of toxic benthic freshwater cyanobacteria (Anabaena spp.) in the Eel river: Buoyancy and dispersal.,"Bouma-Gregson, K., Power, M.E., and Bormans, M. ",2017,10.1016/j.hal.2017.05.007,Harmful Algae
Development of Martian regolith and bedrock simulants: Potential and limitations of Martian regolith as an in-situ resource,"Fackrell, Laura E., Paul A. Schroeder, Aaron Thompson, Karen Stockstill-Cahill, Charles A.Hibbitts ",2020,10.1016/j.icarus.2020.114055,Icarus
Aboveground total and green biomass of dryland shrub derived from terrestrial laser scanning,"Olsoy, P.J., Glenn, N.F., Clark, P.E., Derryberry, D.R. ",2014,10.1016/j.isprsjprs.2013.12.006,Artemisia tridentata
Integration of fuzzy logic and image analysis for the detection of gullies in the Calhoun Critical Zone Observatory using airborne LiDAR data,"Noto, L. V., S. Bastola, Y. G. Dialynas, E. Arnone, and R. L. Bras ",2017,10.1016/j.isprsjprs.2017.02.013,ISPRS Journal of Photogrammetry and Remote Sensing
Errors in LiDAR-derived shrub height and crown area on sloped terrain,"Glenn, N, L Spaete, T Sankey, D Derryberry, S Hardegree, and J Mitchell ",2011,10.1016/j.jaridenv.2010.11.005,"Journal of Arid Environments, "
Soil C and N patterns in a semiarid pinon-juniper woodland: Topography of slope and ephemeral channels add to canopy-intercanopy heterogeneity.,"Law D.J., Breshears D.D., Ebinger M.H., Meyer C.W., and Allen C.D. ",2012,10.1016/j.jaridenv.2011.11.029,"Journal of Arid Environments, "
"Geostatistical analysis of historical contingency and land use footprints in the prehistoric settlement dynamics of the South Carolina Piedmont, North America","Coughlan, Michael R., and Donald R. Nelson ",2019,10.1016/j.jas.2019.04.003,Journal of Archaeological Science
